Gene,SNAP-n
RASGRP3,-0.000200317
LINC01915,-0.000200353
C2orf70,-0.000200362
HHIPL1,-0.00020037
AC092802.2,-0.000200375
ZNF729,-0.000200417
HTR2A-AS1,-0.000200445
SNX7,-0.000200472
PFKFB2,-0.000200509
LAMC1,-0.000200543
GK,-0.000200555
MYO9A,-0.000200575
FAM19A5,-0.00020061
RPGR,-0.000200616
TAC4,-0.000200673
AC079385.1,-0.000200686
AC087516.2,-0.000200713
NPHP3-ACAD11,-0.000201032
AC093535.1,-0.000201033
FAHD2A,-0.000201073
ZNF614,-0.000201183
AC026367.3,-0.000201227
DNASE1L2,-0.000201315
SPIRE2,-0.000201385
HEBP1,-0.000201409
ADD3-AS1,-0.000201415
CBFB,-0.000201534
WRN,-0.000201537
GREB1L,-0.000201541
AL589666.1,-0.000201541
GPM6A,-0.000201572
AC004149.1,-0.000201729
GABPB1,-0.000201765
ISX-AS1,-0.000201913
AC093835.1,-0.000202004
SLC25A12,-0.000202053
MEIG1,-0.000202126
SF3B3,-0.000202133
STAT6,-0.000202216
ASB15,-0.000202248
PSTPIP2,-0.000202254
SOX9-AS1,-0.000202304
AC239803.1:PDZK1,-0.000202369
INHBC,-0.000202389
C12orf29,-0.000202437
MCF2L2,-0.000202574
AC040896.1,-0.000202598
AC074032.1,-0.000202612
LCP2,-0.000202725
EFNB2,-0.000202785
SHCBP1L,-0.000202854
AC239868.4,-0.000202886
MRPS5,-0.000202887
ZNF547,-0.000202943
LINC01250,-0.000202956
DVL2,-0.000202959
ERBIN,-0.000203027
LINC02019,-0.000203084
AL451064.2,-0.000203144
PWWP2A,-0.000203163
AP002444.1,-0.00020317
ZNF527,-0.000203234
TMCC1-AS1,-0.000203254
AL137230.2,-0.000203303
AL031663.3,-0.000203306
SPECC1L,-0.000203353
BRWD3,-0.000203384
LINC02284,-0.000203396
TRMT2B,-0.00020347
TAS2R5,-0.000203538
TOB2,-0.000203606
AC104059.1,-0.000203733
SLF1,-0.000203842
ZNF84,-0.000203861
MBLAC2,-0.000203912
GJB7,-0.000203954
AC078880.1,-0.00020398
MAP1A,-0.000203987
ZC3H7B,-0.000204147
ITGA9,-0.000204152
WDR36,-0.00020417
AC008554.1,-0.000204211
DGKA,-0.000204215
AC090282.1,-0.000204286
EYA4,-0.000204323
SEMA4D,-0.000204333
AC007386.2,-0.000204341
SPOP,-0.000204557
DDX19B,-0.000204638
MOB2,-0.000204667
AC023157.3,-0.000204926
FAM200B,-0.000204977
BIVM-ERCC5,-0.000205059
AC091013.1,-0.000205059
STMN4,-0.000205073
CFAP69,-0.00020508
CDKL4,-0.000205094
AP000229.1,-0.000205128
HEATR9,-0.000205188
AC231981.1,-0.000205216
RUVBL1,-0.000205221
ANKS3,-0.000205275
AC104237.1,-0.000205304
AL163051.2,-0.000205343
AF064858.3,-0.000205366
AC126773.4,-0.000205432
BEND4,-0.00020544
EGLN3,-0.000205549
LCP1,-0.000205625
HCG27,-0.000205639
RGMB,-0.000205645
AL158066.1,-0.000205677
FAM133B,-0.000205722
LINC00839,-0.000206156
OTOA,-0.000206189
AC009403.2,-0.000206284
NPIPA1,-0.000206341
IFT46,-0.000206371
DGCR2,-0.000206392
AC040977.1,-0.000206397
LINC01720,-0.000206442
FHOD1,-0.000206463
TEX46,-0.000206554
AC011450.1,-0.000206565
RAB8B,-0.000206643
AC087294.1,-0.00020678
RIBC2,-0.000206803
FOXK1,-0.000206815
PIF1,-0.000206866
AC005562.1:LRRC37B,-0.000206873
TNRC6C,-0.0002069
AC006206.2,-0.00020691
AC079322.1,-0.000206937
HIF1AN,-0.000206959
MGAM2,-0.000207014
RN7SL220P,-0.000207097
PTPRC,-0.000207128
RFPL3S,-0.000207155
AL136164.2,-0.000207259
MEOX1,-0.000207297
PLA2G10,-0.00020733
AL138924.1,-0.000207413
PPAT,-0.000207442
SLC5A4,-0.000207442
RAD51AP2,-0.000207488
AL669831.3:MT-TN,-0.000207511
SNX3,-0.000207516
LINC02006,-0.000207545
LINC00487,-0.000207553
AC005899.5,-0.000207572
COG6,-0.000207632
MKNK1-AS1,-0.000207653
AKAP10,-0.000207696
CCT5,-0.000207724
EIF2B5,-0.00020781
CEP250,-0.000207816
SOX6,-0.000207894
GPR35,-0.000208014
AC114956.1,-0.00020803
STRIP2,-0.000208149
ZNF436-AS1,-0.000208161
AP003781.1,-0.000208236
CPA6,-0.000208296
AC005670.2:LRRC37A3,-0.0002083
PABPC1L,-0.000208354
TMEM38B,-0.000208418
SPAG9,-0.000208493
DCT,-0.000208602
SPICE1,-0.000208689
AC090337.1,-0.000208708
PLD6,-0.00020877
AC012447.1,-0.000208788
AL121790.1,-0.000208878
AC098850.4,-0.00020888
AC036108.3,-0.000208962
WFIKKN1,-0.000209091
TTC33,-0.000209189
LIMD1,-0.000209189
PIAS1,-0.000209266
AC018926.2,-0.000209296
AC087439.2,-0.000209441
MGAT1,-0.000209492
AC040918.1,-0.000209495
AC007637.1,-0.000209512
CCND2-AS1,-0.000209512
AL451074.2,-0.000209539
NABP1,-0.00020955
LCMT1,-0.000209626
KLF13,-0.000209811
AL353622.2,-0.000209847
FAM182A:FAM182B,-0.00020987
EVI5,-0.000209924
DAO,-0.000209944
SLC26A1,-0.000209948
LHFPL4,-0.000209967
AC024145.1,-0.000209983
AIDA,-0.000210083
RHBDD1,-0.000210113
RN7SL5P,-0.000210114
C2orf76,-0.000210133
CDC42EP4,-0.000210134
CCDC120,-0.00021018
AC104964.2,-0.000210203
PTDSS1,-0.000210251
FRMD8,-0.000210272
ADAMTS10,-0.000210353
MIR744,-0.000210431
DIRC3,-0.000210435
AL117355.1,-0.000210463
ZDHHC21,-0.000210517
SATL1,-0.000210637
AC138696.1,-0.000210694
KNSTRN,-0.000210728
ECI2,-0.000210765
SLC16A4,-0.000210791
AC103996.2,-0.000210816
CHAD,-0.000210833
ELAVL1,-0.000210862
AL669831.3:MT-TQ,-0.000210907
MCM6,-0.000210931
RET,-0.000211046
CLCN1,-0.000211047
HORMAD1,-0.000211151
AC023055.1,-0.000211215
KCTD6,-0.000211258
AP005436.1,-0.000211323
TMEM56,-0.000211361
SH3BGRL,-0.000211417
CUZD1,-0.000211433
SERPINB6,-0.000211447
MKRN2,-0.000211478
MRNIP,-0.000211683
PTGDS,-0.000211695
C1orf162,-0.000211895
AL391811.1,-0.000211929
AC087235.1,-0.000211941
C12orf4,-0.000211941
AC068418.1,-0.000212108
USP31,-0.000212119
SIRPG,-0.000212138
FASTKD2,-0.000212224
AC026367.1,-0.000212264
KRTDAP,-0.000212293
CASC18,-0.000212298
AC004832.1,-0.000212315
AC006213.3,-0.000212371
PLK1,-0.000212399
NCOA5,-0.000212403
ALDH1A1,-0.000212431
AC099329.3,-0.000212454
TG,-0.000212579
HIF3A,-0.000212589
LSS,-0.000212599
SSTR3,-0.000212608
NAP1L4,-0.000212615
AC015849.5,-0.000212691
DNAJC27-AS1,-0.00021271
TOMM34,-0.00021276
AC008105.3,-0.000212764
AC019117.1,-0.000212818
AC016229.2,-0.000212857
AC068633.1:SLC25A23,-0.000212963
AC118344.1,-0.000212994
CHDH,-0.000213046
UBR1,-0.000213054
FAM85B,-0.000213187
KCNK10,-0.000213236
SEC24D,-0.000213257
NLRC4,-0.00021333
PHKA2,-0.000213346
AC024575.1,-0.000213482
AC103810.2:ARL17A,-0.000213494
FCHO2,-0.000213553
AC012074.1,-0.000213568
RHOXF1,-0.000213605
SAP30L-AS1,-0.000213623
ZNF813,-0.000213632
PRSS3,-0.000213682
AC008060.1,-0.000213844
RFTN2,-0.000213868
APOOL,-0.000213906
SYPL1,-0.000213911
MEX3A,-0.000213987
LYG1,-0.000213994
SLBP,-0.000213994
BCO1,-0.000214106
SYCP3,-0.00021412
AC097724.1,-0.000214133
HIST2H2BF,-0.000214195
AP001273.1,-0.000214281
ANKS1B,-0.000214446
TNPO3,-0.000214554
KRR1,-0.000214571
AC021127.1,-0.00021463
PADI2,-0.000214676
AL354896.1,-0.000214751
AC240274.1,-0.000214782
WDR82,-0.000214783
NBPF15,-0.000214801
BRINP2,-0.000214811
PIAS4,-0.000214844
AC103923.1,-0.000214902
SH2D4B,-0.000214948
AC002472.1,-0.000214967
TOR1AIP1,-0.000214995
SYCE2,-0.000215016
RNF180,-0.000215034
CRACR2A,-0.000215065
AIFM3,-0.000215123
CAPN8,-0.000215178
SLC5A8,-0.000215232
AC104458.1,-0.000215258
THSD7A,-0.00021527
PER1,-0.00021531
SYNRG,-0.000215322
AC048382.2,-0.000215364
RNF217,-0.000215415
DUSP26,-0.000215531
TAF4,-0.000215565
WASHC2A:WASHC2C,-0.000215594
AC015802.4,-0.000215659
IDI2-AS1,-0.00021573
SLC39A6,-0.000215842
AL158151.4,-0.000216028
AC099518.1,-0.00021606
TAF15,-0.000216065
ADAM20,-0.000216092
AC005609.5,-0.000216093
MARCH8,-0.000216115
AC005823.2,-0.000216222
ZFYVE19,-0.000216239
AL606760.2,-0.00021629
AC002519.1,-0.000216377
TDRG1,-0.000216432
THAP7-AS1,-0.000216489
AARS,-0.000216496
ANKRD20A2,-0.000216497
OPRD1,-0.000216509
LONP1,-0.000216637
ZNF257,-0.000216704
PARP16,-0.000216809
FZD6,-0.000216886
MAK,-0.000216926
ACIN1,-0.000216949
TNIP1,-0.000217117
DIO2-AS1,-0.000217163
FGF7,-0.000217245
LMBR1L,-0.000217262
SIAH2,-0.000217281
AC020594.1,-0.000217338
ACTR5,-0.000217402
KIAA1109,-0.000217472
U2AF2,-0.000217494
AC009120.2:PDPR,-0.00021769
POGK,-0.00021776
WDR11-AS1,-0.000217771
FAH,-0.000217794
AL049875.1,-0.000217913
BEND7,-0.000217943
SEC14L1,-0.000218042
LINC00618,-0.000218107
ANKRD53,-0.000218164
VCPKMT,-0.000218222
HAP1,-0.000218244
PIWIL4,-0.000218327
GAN,-0.000218343
AC090360.1,-0.000218386
FBXL3,-0.000218436
ACHE,-0.000218445
MLLT10,-0.000218456
ANKRD20A1,-0.000218493
CLHC1,-0.000218578
FERMT2,-0.000218593
LBR,-0.000218624
ASNS,-0.000218628
KIAA1161,-0.000218649
RRNAD1,-0.000218674
RNF19A,-0.000218683
STAM-AS1,-0.000218716
CAPN15,-0.000218981
ITPR1-AS1,-0.000218988
AC092384.1,-0.000219008
CYFIP2,-0.000219211
AC008121.2,-0.00021924
TFAP2D,-0.000219275
FZD4,-0.000219281
TSPAN14,-0.000219283
ZNF724,-0.000219517
TUG1,-0.000219531
AC084782.1,-0.000219621
CCDC181,-0.000219677
NOL8,-0.000219782
UBAP1,-0.000219808
RHOXF1-AS1,-0.000219852
LRRC37A:LRRC37A3,-0.000219892
ABR,-0.000219906
DOCK11,-0.000220011
ULK4,-0.000220044
TAS2R8,-0.000220047
KDM1A,-0.000220151
GDPD1,-0.000220165
RBM20,-0.000220185
LAMA2,-0.000220216
CATIP,-0.000220252
KYNU,-0.000220331
AL137220.1,-0.000220378
DNAJA1,-0.000220423
PHF21B,-0.000220438
TNRC18,-0.000220611
TRAF2,-0.000220681
AC010931.3,-0.000220723
PXK,-0.000220758
AC097532.2,-0.000220843
LINC02170,-0.000220935
LPAR2,-0.000221082
STARD10,-0.000221083
SNX9,-0.000221129
CYB5B,-0.000221129
LINC01428,-0.000221144
ADAMTS13,-0.000221161
MRPL10,-0.000221176
OSM,-0.000221246
JAG1,-0.000221342
LINC01134,-0.000221346
DENND4B,-0.000221382
CHEK2,-0.000221423
LINC02367,-0.000221567
RHD,-0.000221574
AC092953.2,-0.000221588
AC006581.2,-0.00022176
LIN28B-AS1,-0.000221795
SCN4B,-0.000221799
C2orf82,-0.000221828
AL049544.1,-0.000221856
EIF3E:GRB14,-0.000221915
PIK3C2A,-0.000221946
DRD2,-0.000221993
TOPORS,-0.000222007
AL512791.2,-0.000222161
PAICS,-0.000222208
TEAD1,-0.000222417
AC112487.1,-0.000222425
HSPA1A,-0.000222475
OLFML1,-0.000222497
MFSD1,-0.000222559
PLOD2,-0.000222574
L3MBTL3,-0.000222624
AL445524.1,-0.000222645
SLC25A1,-0.000222655
ARL17B:FAM215B,-0.000222661
SPATA5,-0.000222662
BTBD7,-0.000222712
SYS1,-0.000222732
PSMD6-AS2,-0.000222746
NRXN2,-0.000222811
CFAP74,-0.000222867
BCRP3,-0.000223048
CBR4,-0.000223064
CHST1,-0.000223168
AL359715.2,-0.000223287
EPB41L1,-0.000223307
YJEFN3,-0.000223444
TPD52L2,-0.000223478
AC009509.4,-0.000223491
TSEN15,-0.000223524
AC239868.2,-0.000223684
SMG6,-0.000223698
UBE2L3,-0.000223723
PRPF31,-0.000223749
GPR83,-0.00022379
PHKA1,-0.000223807
ROBO1,-0.000223808
SNHG9,-0.000223812
TRMT12,-0.000223904
AL049833.3,-0.000223915
AHCYL2,-0.000224011
RIF1,-0.000224085
LINC02328,-0.000224095
SULT1A2,-0.000224246
MYOCOS,-0.000224385
FHOD3,-0.0002244
AC245060.5,-0.00022441
AC025263.1,-0.000224461
PLIN5,-0.000224705
AC125618.1,-0.000224772
CENPO,-0.000224776
NAF1,-0.000224792
NBPF9,-0.000224803
ING4,-0.000224816
HEBP2,-0.000224963
CACFD1,-0.000225011
ZNF679,-0.000225016
SMAD4,-0.000225039
HTR1F,-0.000225079
AC073896.1,-0.000225133
GRPEL2-AS1,-0.000225139
CCP110,-0.000225191
HAUS5,-0.000225196
AC090004.1,-0.000225197
DSE,-0.0002252
DDR2,-0.000225292
PDHA1,-0.000225309
FKBP14,-0.000225565
FGFRL1,-0.000225603
NLRC3,-0.000225638
AC103810.2,-0.00022575
ZNF681,-0.000225775
ALG1,-0.000225858
DENND4A:DNAJB14,-0.000225942
SYNJ2BP,-0.000225947
ACSL5,-0.000226048
AL136295.1,-0.00022608
HBS1L,-0.000226121
TARDBP,-0.000226214
SMAD9-IT1,-0.00022624
SOX12,-0.000226295
SMC1A,-0.000226334
AL590867.1,-0.000226342
LINC00866,-0.000226396
MYH9,-0.000226427
ARHGAP45,-0.000226429
PLEKHA2,-0.000226448
FRYL,-0.000226459
AL358933.1,-0.000226487
ERVMER34-1,-0.000226491
AP001961.1,-0.000226555
ARHGEF33,-0.000226576
REXO2,-0.000226577
GTF2F2,-0.000226582
NFE2L3,-0.000226588
SH2D1B,-0.0002266
AL008727.1,-0.000226805
NBDY,-0.000226806
AC007611.1,-0.000226843
TRIM59,-0.000226934
PASK,-0.000226942
AC025268.1,-0.000226944
ZBTB25,-0.000226955
ZNF260,-0.000226972
LINC00558,-0.000227002
PURG,-0.00022701
UBAP1L,-0.000227092
ADAMDEC1,-0.000227126
FXYD6-FXYD2,-0.000227191
ST18,-0.000227228
POLA1,-0.000227274
AC002064.1,-0.000227354
RAB11FIP2,-0.000227477
PDE6C,-0.000227493
LRRC41,-0.000227557
AC012363.1,-0.000227658
TRIM24,-0.000227667
MCPH1-AS1,-0.000227678
AL355607.1,-0.000227719
BANK1,-0.000227729
RRAGB,-0.000227761
CUL1,-0.000227793
AC116366.3,-0.000227818
SEMA3D,-0.00022795
ANKRD13D,-0.00022798
ARHGEF6,-0.000227995
DBN1,-0.000228107
CASK,-0.000228171
AC044810.3,-0.000228186
LRIG1,-0.0002283
MSX1,-0.000228327
STX18-AS1,-0.000228342
RGPD1:RGPD2,-0.000228421
RNF157,-0.000228436
WDR35,-0.000228451
NUBP1,-0.000228518
MIA3,-0.000228582
PRPF39,-0.000228583
NANOS2,-0.000228598
AC004784.1,-0.000228611
RAB11FIP1,-0.000228649
AC079793.1,-0.000228656
AC018638.6,-0.000228743
LINC00620,-0.000228881
NEURL3,-0.000228884
SOS1-IT1,-0.000228899
RCN1,-0.000228921
RAB38,-0.000229117
GACAT2,-0.000229143
CLN3,-0.000229244
RAG1,-0.000229302
AL451165.2,-0.000229354
ESF1,-0.000229437
C1D,-0.000229678
LINC02359,-0.000229719
AC013391.3,-0.000229739
AC092999.1,-0.000229873
CDK8,-0.000229913
IGSF11,-0.000230118
ARL6,-0.000230193
ETHE1,-0.000230324
AC005899.1,-0.000230367
CXorf57,-0.00023037
LINC02056,-0.000230386
CTSH,-0.000230405
TBC1D2,-0.000230425
RALY,-0.000230522
CTSA,-0.00023057
HIST3H2BB,-0.000230606
AC087258.1,-0.000230619
GFOD1,-0.000230756
RNF185,-0.000230757
AL772307.1,-0.000230869
CEBPD,-0.000231006
AC091271.1,-0.00023102
RARG,-0.000231119
NGB,-0.00023113
NCK2,-0.000231149
RGS2,-0.000231187
MRPS6,-0.000231192
PKN2,-0.000231211
IKZF2,-0.000231251
BCHE,-0.000231263
AASDH,-0.000231268
PAPOLG,-0.000231311
LINC02094,-0.000231337
FOXO4,-0.000231426
TEX9,-0.000231538
KIFAP3,-0.000231553
GPR85,-0.000231578
AC026398.1,-0.000231655
AC079315.1,-0.000231686
KANSL3,-0.000231722
GPR6,-0.000231821
C6,-0.000231864
AC015853.2,-0.000231878
SMAD1-AS2,-0.000231952
ZNF227,-0.000232059
DNAH14,-0.000232081
SNX27,-0.000232112
CLEC2D,-0.000232118
MIS18BP1,-0.000232135
GRAMD1A,-0.000232149
COMMD10,-0.000232184
MRPL22,-0.000232234
MAP3K14,-0.000232261
HNRNPF,-0.000232264
SEMA3F,-0.000232454
KCNH2,-0.00023252
LRRC6,-0.000232662
EEF1D,-0.000232762
AL354732.1,-0.000232778
PRR25,-0.000232861
AP000873.2,-0.000233008
AC091138.1,-0.00023313
AC007773.1,-0.000233161
HSPB11,-0.000233247
ANAPC1,-0.00023331
NIPSNAP3B,-0.000233323
RNF2,-0.000233344
GDAP1L1,-0.000233487
ARAP2,-0.000233591
RB1,-0.000233704
HDAC10,-0.000233762
DPF1,-0.00023386
RCVRN,-0.000234006
ALG2,-0.000234021
AF038458.2,-0.00023404
FBXO30,-0.00023409
AC009435.1,-0.000234165
CHMP6,-0.000234215
SBF2-AS1,-0.000234217
PELI1,-0.000234315
SRGAP1,-0.000234316
PEG10,-0.000234351
TMED3,-0.000234355
STAC2,-0.000234428
WNT5A,-0.000234572
SOX15,-0.000234579
AC135050.3,-0.000234626
AL118523.1,-0.000234695
CCDC151,-0.000234895
SCARNA15,-0.000234919
AC023509.1,-0.000234928
ABCA5,-0.000235046
CDC6,-0.000235126
C1orf100,-0.000235182
IL11RA,-0.000235247
AC069528.2,-0.00023525
KIN,-0.000235417
AC140847.2,-0.000235447
RBM5,-0.000235499
AC084880.2,-0.000235518
AC027801.4,-0.000235545
AC019131.1,-0.000235545
TUSC5,-0.00023573
TRAPPC2,-0.000235735
C1QTNF6,-0.00023583
AC073508.2,-0.00023586
MTHFD2,-0.000235871
ZNF749,-0.00023599
LINC01335,-0.000236036
ZNF697,-0.000236136
KDELC1,-0.00023621
AL627309.1,-0.000236215
AP000766.1,-0.00023622
GSEC,-0.000236222
LINC01331,-0.000236344
NOTCH2,-0.000236375
TIPIN,-0.000236452
PIWIL3,-0.000236538
BNIPL,-0.000236553
AC144836.1,-0.000236602
RAB11A,-0.000236639
AL135818.1,-0.000236655
ENSA,-0.000236733
NCOA7,-0.000236955
HSPA14,-0.000237066
TMEM51-AS1,-0.000237088
SYNPR-AS1,-0.000237163
WTIP,-0.000237219
PIM1,-0.000237334
ALK,-0.000237405
BRCC3:SIMC1,-0.000237488
TBC1D2B,-0.000237524
ESR2,-0.000237594
MGARP,-0.000237606
ZNF770,-0.000237653
AC005726.6,-0.000237746
DNAH3,-0.000237867
PDIA5,-0.000238128
TMEM81,-0.000238135
ZSCAN18,-0.000238142
SLC45A2,-0.000238211
UPK1A,-0.000238283
UHRF2,-0.000238284
PLXNA3,-0.00023837
ZSWIM8,-0.000238558
PRR14L,-0.000238615
PHLDB3,-0.000238716
SCGB2B2,-0.000238719
AC010735.1,-0.000238897
ELOA,-0.000238945
PLA2G4E,-0.00023896
ZNF66,-0.00023901
AC009955.4,-0.000239029
CXorf38,-0.000239085
C3orf67-AS1,-0.000239112
LINC02073,-0.000239166
ITGB1BP1,-0.000239188
MAB21L3,-0.000239426
LEP,-0.000239465
SPOUT1,-0.00023951
TENM3,-0.00023951
TUBGCP4,-0.000239563
PTPN6,-0.000239618
NSD2,-0.000239647
NFXL1,-0.000239742
KIAA0825:MT-TE,-0.000239851
DPY19L1,-0.000239871
LINC01301,-0.000239875
GPD1L,-0.000239944
SYN2,-0.000240067
AL359513.1,-0.000240095
CTSK,-0.000240146
DDX25,-0.000240176
PRSS23,-0.000240237
EPB41L5,-0.000240244
PHTF2,-0.000240348
LRRC3,-0.000240584
USP20,-0.000240612
STXBP6,-0.000240728
AC025539.1,-0.000240769
MIER1,-0.000240778
FO393418.1,-0.000240863
TMX1,-0.000240864
ZNF160,-0.000240933
AC008840.1,-0.000240986
WDR59,-0.000241033
AC099550.1,-0.000241064
TEFM,-0.000241249
PKN1,-0.00024126
AC005332.10,-0.000241337
AC007128.1,-0.000241384
SH3YL1,-0.000241399
WWC2,-0.000241469
CPSF2,-0.000241557
NSUN6,-0.000241612
SAV1,-0.000241686
CRTC1,-0.000241742
AC026458.2,-0.000241784
FHAD1,-0.000241841
AL080250.1,-0.000241961
SNX29,-0.000242035
DIXDC1,-0.000242079
TMEM229B,-0.000242208
KIAA1024,-0.000242344
IQCB1,-0.000242373
JMY,-0.000242401
PHF19,-0.000242436
RBM28,-0.000242442
GLB1,-0.000242488
C17orf51,-0.000242504
LINC02373,-0.000242525
YLPM1,-0.000242543
BAG3,-0.000242629
FPR2,-0.000242683
LINC00593,-0.000242711
CEP44,-0.000242851
ARHGAP12,-0.000242854
AC245033.1,-0.000242859
NUDT17,-0.000242863
HIC2,-0.000242891
BX088645.1:CNTNAP3,-0.000242996
DNAH2,-0.000243025
AP000473.1,-0.000243199
Z98749.3,-0.000243229
MTF1,-0.000243281
AP000343.2,-0.000243317
ZNF430,-0.00024363
ZMIZ1,-0.000243858
DIRC3-AS1,-0.000243966
RAE1,-0.000244129
ANKZF1,-0.0002442
AC008758.4,-0.00024423
SDK2,-0.000244302
HPSE2,-0.000244308
ANKRD45,-0.000244321
SMARCD3,-0.000244425
CDKAL1,-0.000244426
NUDT16L1,-0.000244575
TMEM230,-0.000244592
LINC02207,-0.000244629
AC107214.1,-0.000244709
TRHR,-0.000244747
IQGAP1,-0.000244788
C3orf62,-0.000244852
HSPA9,-0.000244992
PDE11A,-0.000245005
AC018638.7,-0.000245007
BPIFB1,-0.000245018
DDRGK1,-0.00024503
NOS1,-0.000245033
UCP1,-0.000245044
ZFC3H1,-0.000245124
HCN4,-0.000245156
AC104623.2,-0.00024517
AC102953.2,-0.000245266
AC063979.2,-0.000245345
AC046130.2,-0.00024538
AL512590.3,-0.000245388
ZNF595,-0.000245451
ATP13A5,-0.000245454
HIPK3,-0.000245497
AP000962.2,-0.000245624
GNB3,-0.000245707
ATPAF1,-0.000245772
SYT7,-0.000245775
CCDC117,-0.000245789
PRIM1,-0.00024582
CD99,-0.000245844
AC002463.1,-0.000245923
ANKRD49,-0.000245927
METTL4,-0.000246066
NHSL1,-0.00024615
ZNF578,-0.000246178
LDLRAP1,-0.000246181
AL357793.1,-0.000246252
RBL2,-0.000246252
IRF3,-0.000246301
PDPK1,-0.00024635
NPIPB6:NPIPB9,-0.000246427
AL445647.1,-0.000246461
KRTAP5-AS1,-0.000246476
HSF4,-0.000246552
INTS3,-0.00024657
TAPT1,-0.00024661
AC090772.3,-0.000246635
KNTC1,-0.000246636
TMTC3,-0.000246767
POLR2F,-0.00024691
RAB9A,-0.000247062
TRNP1,-0.000247121
CLIP4,-0.000247131
FAN1,-0.00024719
AL592424.1,-0.000247299
ALKBH5,-0.000247357
PDIA2,-0.000247392
KIF7,-0.00024747
LINC01619,-0.000247488
EXOSC6:SMG1,-0.000247492
RCHY1,-0.000247514
LYN,-0.000247581
CECR2,-0.000247582
MAD1L1,-0.000247593
AC138470.1,-0.000247614
AC240274.1:NBPF1,-0.000247724
AC009148.1,-0.000247731
POLA2,-0.00024778
SLC28A1,-0.000247787
UBE2D1,-0.000247977
SNORD3A:SNORD3C,-0.000247983
AL359317.2,-0.000248013
C3orf84,-0.000248099
AC022424.1,-0.000248124
ZNF92,-0.000248157
SYN1,-0.000248257
AC073288.1,-0.000248668
CATSPERG,-0.000248705
RAX2,-0.000248748
MARC2,-0.000248787
AP005212.5,-0.000248815
LCA5L,-0.000248866
ZC4H2,-0.000248936
P3H2,-0.000249068
SMIM15-AS1,-0.000249162
GABPB1-AS1,-0.000249201
CHD9,-0.000249267
AC008741.2,-0.00024942
C19orf38,-0.000249428
BZW2,-0.000249496
SGCE,-0.000249501
AL592402.1,-0.000249641
LINC01166,-0.000249644
AC010655.4,-0.000249782
LTBP2,-0.000249847
PPP1R12A-AS1,-0.000249875
SGK2,-0.000249906
ZNF264,-0.000249935
AL513329.1,-0.000250115
MX1,-0.00025013
LAMP3,-0.000250151
AC010325.1,-0.000250172
AP006621.3,-0.000250354
MEGF9,-0.000250373
RBL1,-0.000250428
SLC7A1,-0.000250435
PHF8,-0.000250436
AP001599.1,-0.000250621
F11-AS1,-0.000250653
AP000473.2,-0.000250853
AC079313.2,-0.000250874
LINC00282,-0.000250887
LRRC17,-0.000250911
TCTN2,-0.000250944
WBP1L,-0.000250974
AC005476.2,-0.000251001
AL049712.1,-0.000251095
SMO,-0.000251108
AP003438.1,-0.000251143
ITGAV,-0.000251143
LINC01780,-0.00025123
KANK1,-0.000251241
ERCC6,-0.000251309
ZHX2,-0.00025133
PPP1R15B,-0.000251498
LIX1-AS1,-0.000251532
H1FX,-0.000251537
UBE4B,-0.000251584
B4GALNT3,-0.000251599
VSTM4,-0.000251654
DAGLB,-0.000251664
AC025048.2,-0.000251731
SRFBP1,-0.000251816
PMP22,-0.000251904
ASB3,-0.000251919
EEPD1,-0.000251935
LINC01089,-0.000251978
AC139769.2,-0.000252107
LMF1,-0.000252257
LINC00824,-0.000252285
DCAF4L1,-0.000252306
RAP1GAP2,-0.000252319
Z68871.1,-0.000252327
LINC01032,-0.000252344
NUP160,-0.000252454
EGLN1,-0.000252481
GDF7,-0.000252526
ARHGEF3,-0.000252591
AC008575.2,-0.000252646
CXXC1,-0.000252661
AC005833.3,-0.000252662
DIO1,-0.000252666
ZBTB26,-0.00025271
AL355674.1,-0.000252783
CCDC168,-0.00025279
LINC00222,-0.000252946
BMP3,-0.000253077
MATN1,-0.000253094
MTSS1,-0.000253224
RGS20,-0.000253229
AUP1,-0.000253322
SCP2,-0.000253401
KLHDC8A,-0.000253468
ZNF438,-0.000253495
PTCD3,-0.000253578
ZNF829,-0.000253769
CAMKK1,-0.00025384
C18orf8,-0.000253866
AC040160.1,-0.000253956
SSC5D,-0.000254006
ATP1A2,-0.000254044
TMPRSS12,-0.000254093
NBPF19:NBPF26,-0.000254138
SDC2,-0.000254169
PSMD4,-0.000254251
TOB1-AS1,-0.000254489
STYXL1,-0.000254499
TOB1,-0.000254508
PIN4,-0.000254586
SMOC1,-0.000254624
VWC2L,-0.000254656
PBX4,-0.000254668
GNPNAT1,-0.000254669
HSPB8,-0.000254732
PRCD,-0.000254759
CNTRL,-0.000254789
ANKRD20A4,-0.000254838
TSPAN1,-0.000254849
NRIP2,-0.000254892
AC139100.2,-0.000254909
THEM4,-0.000254963
LIMS1,-0.000255196
KCTD21-AS1,-0.000255313
AC092944.1,-0.000255464
AC090403.1,-0.00025548
AC092142.1,-0.000255481
AC010542.3,-0.000255488
GTF2H2,-0.000255524
AC017104.1,-0.000255648
IKBIP,-0.000255675
MC4R,-0.00025569
PLEKHF2,-0.000255693
VAV1,-0.000255713
AL080276.2,-0.00025576
AC127496.7,-0.000255808
AC104662.3,-0.000255889
AP001628.1,-0.000255908
CEP78,-0.000255928
AL161734.1,-0.000256092
ZBED4,-0.000256109
LINC00640,-0.00025627
